"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-11-20,"BC","Northern","Northeast",2,3.29
2020-11-20,"BC","Northern","Northern Interior",5,7.14
2020-11-20,"BC","Northern","Northwest",6,2.86
2020-11-20,"BC","Vancouver Coastal","All",179,170.71
2020-11-20,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",43,31.43
2020-11-20,"BC","Vancouver Coastal","Richmond",15,21.71
2020-11-20,"BC","Vancouver Coastal","Unknown",5,16.29
2020-11-20,"BC","Vancouver Coastal","Vancouver",116,101.29
2020-11-20,"BC","Vancouver Island","All",15,15.86
2020-11-20,"BC","Vancouver Island","Central Vancouver Island",10,11
2020-11-20,"BC","Vancouver Island","North Vancouver Island",2,1.57
2020-11-20,"BC","Vancouver Island","South Vancouver Island",3,3.29
2020-11-20,"BC","Vancouver Island","Unknown",0,0
2020-11-20,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-21,"BC","All","All",629,642.29
2020-11-21,"BC","Fraser","All",466,423.14
2020-11-21,"BC","Fraser","Fraser East",59,49.43
2020-11-21,"BC","Fraser","Fraser North",80,88.14
2020-11-21,"BC","Fraser","Fraser South",326,284
2020-11-21,"BC","Fraser","Unknown",1,1.57
2020-11-21,"BC","Interior","All",31,30.71
2020-11-21,"BC","Interior","East Kootenay",1,3.14
2020-11-21,"BC","Interior","Kootenay Boundary",1,0.57
2020-11-21,"BC","Interior","Okanagan",25,23.71
2020-11-21,"BC","Interior","Thompson Cariboo Shuswap",4,3.29
2020-11-21,"BC","Northern","All",16,14.43
2020-11-21,"BC","Northern","Northeast",7,3.86
2020-11-21,"BC","Northern","Northern Interior",7,7.57
2020-11-21,"BC","Northern","Northwest",2,3
2020-11-21,"BC","Vancouver Coastal","All",98,156.71
2020-11-21,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",12,27.29
2020-11-21,"BC","Vancouver Coastal","Richmond",14,19.86
2020-11-21,"BC","Vancouver Coastal","Unknown",3,11.14
2020-11-21,"BC","Vancouver Coastal","Vancouver",69,98.43
2020-11-21,"BC","Vancouver Island","All",18,17.29
2020-11-21,"BC","Vancouver Island","Central Vancouver Island",7,11.43
2020-11-21,"BC","Vancouver Island","North Vancouver Island",1,1.43
2020-11-21,"BC","Vancouver Island","South Vancouver Island",10,4.43
2020-11-21,"BC","Vancouver Island","Unknown",0,0
2020-11-21,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-22,"BC","All","All",585,638.57
2020-11-22,"BC","Fraser","All",352,411.14
2020-11-22,"BC","Fraser","Fraser East",51,44.57
2020-11-22,"BC","Fraser","Fraser North",88,88.71
2020-11-22,"BC","Fraser","Fraser South",212,276.57
2020-11-22,"BC","Fraser","Unknown",1,1.29
2020-11-22,"BC","Interior","All",45,32.43
2020-11-22,"BC","Interior","East Kootenay",1,2.57
2020-11-22,"BC","Interior","Kootenay Boundary",0,0.43
2020-11-22,"BC","Interior","Okanagan",37,25.29
2020-11-22,"BC","Interior","Thompson Cariboo Shuswap",7,4.14
2020-11-22,"BC","Northern","All",33,18.57
2020-11-22,"BC","Northern","Northeast",7,4.71
2020-11-22,"BC","Northern","Northern Interior",22,10.29
2020-11-22,"BC","Northern","Northwest",4,3.57
2020-11-22,"BC","Vancouver Coastal","All",142,160
2020-11-22,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",18,27.57
2020-11-22,"BC","Vancouver Coastal","Richmond",14,20.14
2020-11-22,"BC","Vancouver Coastal","Unknown",0,8
2020-11-22,"BC","Vancouver Coastal","Vancouver",110,104.29
2020-11-22,"BC","Vancouver Island","All",13,16.43
2020-11-22,"BC","Vancouver Island","Central Vancouver Island",10,11
2020-11-22,"BC","Vancouver Island","North Vancouver Island",2,1.29
2020-11-22,"BC","Vancouver Island","South Vancouver Island",1,4.14
2020-11-22,"BC","Vancouver Island","Unknown",0,0
2020-11-22,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-11-23,"BC","All","All",944,671.86
2020-11-23,"BC","Fraser","All",674,437.71
2020-11-23,"BC","Fraser","Fraser East",87,50.43
2020-11-23,"BC","Fraser","Fraser North",106,92.29
2020-11-23,"BC","Fraser","Fraser South",478,293.29
2020-11-23,"BC","Fraser","Unknown",3,1.71
2020-11-23,"BC","Interior","All",56,37.71
2020-11-23,"BC","Interior","East Kootenay",1,2.29
2020-11-23,"BC","Interior","Kootenay Boundary",1,0.43
2020-11-23,"BC","Interior","Okanagan",50,30.43
2020-11-23,"BC","Interior","Thompson Cariboo Shuswap",4,4.57
2020-11-23,"BC","Northern","All",23,19.86
2020-11-23,"BC","Northern","Northeast",2,5
2020-11-23,"BC","Northern","Northern Interior",20,11.71
2020-11-23,"BC","Northern","Northwest",1,3.14
2020-11-23,"BC","Vancouver Coastal","All",178,160.86
2020-11-23,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",46,31.57
2020-11-23,"BC","Vancouver Coastal","Richmond",20,18.43
2020-11-23,"BC","Vancouver Coastal","Unknown",7,6
2020-11-23,"BC","Vancouver Coastal","Vancouver",105,104.86
2020-11-23,"BC","Vancouver Island","All",13,15.71
2020-11-23,"BC","Vancouver Island","Central Vancouver Island",6,10
2020-11-23,"BC","Vancouver Island","North Vancouver Island",1,1.29
2020-11-23,"BC","Vancouver Island","South Vancouver Island",6,4.43
2020-11-23,"BC","Vancouver Island","Unknown",0,0
2020-11-23,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-24,"BC","All","All",943,701.71
2020-11-24,"BC","Fraser","All",660,462.57
2020-11-24,"BC","Fraser","Fraser East",92,55.57
2020-11-24,"BC","Fraser","Fraser North",76,88.14
2020-11-24,"BC","Fraser","Fraser South",488,316.86
2020-11-24,"BC","Fraser","Unknown",4,2
2020-11-24,"BC","Interior","All",65,42
2020-11-24,"BC","Interior","East Kootenay",4,2.43
2020-11-24,"BC","Interior","Kootenay Boundary",0,0.43
2020-11-24,"BC","Interior","Okanagan",43,32.86
2020-11-24,"BC","Interior","Thompson Cariboo Shuswap",18,6.29
2020-11-24,"BC","Northern","All",25,20.71
2020-11-24,"BC","Northern","Northeast",1,4.14
2020-11-24,"BC","Northern","Northern Interior",14,12.71
2020-11-24,"BC","Northern","Northwest",10,3.86
2020-11-24,"BC","Vancouver Coastal","All",168,160.43
2020-11-24,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",38,32.71
2020-11-24,"BC","Vancouver Coastal","Richmond",24,18.29
2020-11-24,"BC","Vancouver Coastal","Unknown",2,4.43
2020-11-24,"BC","Vancouver Coastal","Vancouver",104,105
2020-11-24,"BC","Vancouver Island","All",25,16
2020-11-24,"BC","Vancouver Island","Central Vancouver Island",17,10
2020-11-24,"BC","Vancouver Island","North Vancouver Island",2,1.43
2020-11-24,"BC","Vancouver Island","South Vancouver Island",6,4.57
2020-11-24,"BC","Vancouver Island","Unknown",0,0
2020-11-24,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-25,"BC","All","All",924,751.57
2020-11-25,"BC","Fraser","All",666,513.71
2020-11-25,"BC","Fraser","Fraser East",95,66.14
2020-11-25,"BC","Fraser","Fraser North",109,93.14
2020-11-25,"BC","Fraser","Fraser South",461,352.43
2020-11-25,"BC","Fraser","Unknown",1,2
2020-11-25,"BC","Interior","All",62,45.71
2020-11-25,"BC","Interior","East Kootenay",4,2.29
2020-11-25,"BC","Interior","Kootenay Boundary",2,0.57
2020-11-25,"BC","Interior","Okanagan",52,36
2020-11-25,"BC","Interior","Thompson Cariboo Shuswap",4,6.86
2020-11-25,"BC","Northern","All",29,23.14
2020-11-25,"BC","Northern","Northeast",4,4.43
2020-11-25,"BC","Northern","Northern Interior",15,14
2020-11-25,"BC","Northern","Northwest",10,4.71
2020-11-25,"BC","Vancouver Coastal","All",143,151.43
2020-11-25,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",25,31
2020-11-25,"BC","Vancouver Coastal","Richmond",19,17
2020-11-25,"BC","Vancouver Coastal","Unknown",4,4
2020-11-25,"BC","Vancouver Coastal","Vancouver",95,99.43
2020-11-25,"BC","Vancouver Island","All",24,17.57
2020-11-25,"BC","Vancouver Island","Central Vancouver Island",12,10.43
2020-11-25,"BC","Vancouver Island","North Vancouver Island",9,2.57
2020-11-25,"BC","Vancouver Island","South Vancouver Island",3,4.57
2020-11-25,"BC","Vancouver Island","Unknown",0,0
2020-11-25,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-26,"BC","All","All",904,807.14
2020-11-26,"BC","Fraser","All",651,564.14
2020-11-26,"BC","Fraser","Fraser East",84,75.29
2020-11-26,"BC","Fraser","Fraser North",73,92.43
2020-11-26,"BC","Fraser","Fraser South",487,393.71
2020-11-26,"BC","Fraser","Unknown",7,2.71
2020-11-26,"BC","Interior","All",44,48.14
2020-11-26,"BC","Interior","East Kootenay",4,2.71
2020-11-26,"BC","Interior","Kootenay Boundary",1,0.71
2020-11-26,"BC","Interior","Okanagan",31,37.86
2020-11-26,"BC","Interior","Thompson Cariboo Shuswap",8,6.86
2020-11-26,"BC","Northern","All",41,25.71
2020-11-26,"BC","Northern","Northeast",10,4.71
2020-11-26,"BC","Northern","Northern Interior",24,15.29
2020-11-26,"BC","Northern","Northwest",7,5.71
2020-11-26,"BC","Vancouver Coastal","All",150,151.14
2020-11-26,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",32,30.57
2020-11-26,"BC","Vancouver Coastal","Richmond",9,16.43
2020-11-26,"BC","Vancouver Coastal","Unknown",6,3.86
2020-11-26,"BC","Vancouver Coastal","Vancouver",103,100.29
2020-11-26,"BC","Vancouver Island","All",18,18
2020-11-26,"BC","Vancouver Island","Central Vancouver Island",6,9.71
2020-11-26,"BC","Vancouver Island","North Vancouver Island",8,3.57
2020-11-26,"BC","Vancouver Island","South Vancouver Island",4,4.71
2020-11-26,"BC","Vancouver Island","Unknown",0,0
2020-11-26,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-27,"BC","All","All",766,813.57
2020-11-27,"BC","Fraser","All",479,564
2020-11-27,"BC","Fraser","Fraser East",73,77.29
2020-11-27,"BC","Fraser","Fraser North",115,92.43
2020-11-27,"BC","Fraser","Fraser South",285,391
2020-11-27,"BC","Fraser","Unknown",6,3.29
2020-11-27,"BC","Interior","All",74,53.86
2020-11-27,"BC","Interior","East Kootenay",6,3
2020-11-27,"BC","Interior","Kootenay Boundary",1,0.86
2020-11-27,"BC","Interior","Okanagan",51,41.29
2020-11-27,"BC","Interior","Thompson Cariboo Shuswap",16,8.71
2020-11-27,"BC","Northern","All",25,27.43
2020-11-27,"BC","Northern","Northeast",6,5.29
2020-11-27,"BC","Northern","Northern Interior",16,16.86
2020-11-27,"BC","Northern","Northwest",3,5.29
2020-11-27,"BC","Vancouver Coastal","All",166,149.29
2020-11-27,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",37,29.71
2020-11-27,"BC","Vancouver Coastal","Richmond",16,16.57
2020-11-27,"BC","Vancouver Coastal","Unknown",10,4.57
2020-11-27,"BC","Vancouver Coastal","Vancouver",103,98.43
2020-11-27,"BC","Vancouver Island","All",22,19
2020-11-27,"BC","Vancouver Island","Central Vancouver Island",12,10
2020-11-27,"BC","Vancouver Island","North Vancouver Island",4,3.86
2020-11-27,"BC","Vancouver Island","South Vancouver Island",6,5.14
2020-11-27,"BC","Vancouver Island","Unknown",0,0
2020-11-27,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-28,"BC","All","All",728,827.71
2020-11-28,"BC","Fraser","All",497,568.43
2020-11-28,"BC","Fraser","Fraser East",65,78.14
2020-11-28,"BC","Fraser","Fraser North",62,89.86
2020-11-28,"BC","Fraser","Fraser South",368,397
2020-11-28,"BC","Fraser","Unknown",2,3.43
2020-11-28,"BC","Interior","All",66,58.86
2020-11-28,"BC","Interior","East Kootenay",8,4
2020-11-28,"BC","Interior","Kootenay Boundary",1,0.86
2020-11-28,"BC","Interior","Okanagan",53,45.29
2020-11-28,"BC","Interior","Thompson Cariboo Shuswap",4,8.71
2020-11-28,"BC","Northern","All",23,28.43
2020-11-28,"BC","Northern","Northeast",5,5
2020-11-28,"BC","Northern","Northern Interior",15,18
2020-11-28,"BC","Northern","Northwest",3,5.43
2020-11-28,"BC","Vancouver Coastal","All",116,151.86
2020-11-28,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",21,31
2020-11-28,"BC","Vancouver Coastal","Richmond",15,16.71
2020-11-28,"BC","Vancouver Coastal","Unknown",9,5.43
2020-11-28,"BC","Vancouver Coastal","Vancouver",71,98.71
2020-11-28,"BC","Vancouver Island","All",26,20.14
2020-11-28,"BC","Vancouver Island","Central Vancouver Island",18,11.57
2020-11-28,"BC","Vancouver Island","North Vancouver Island",1,3.86
2020-11-28,"BC","Vancouver Island","South Vancouver Island",7,4.71
2020-11-28,"BC","Vancouver Island","Unknown",0,0
2020-11-28,"Out of Canada","Out of Canada","Out of Canada",1,0.29
2020-11-29,"BC","All","All",606,830.71
2020-11-29,"BC","Fraser","All",391,574
2020-11-29,"BC","Fraser","Fraser East",62,79.71
2020-11-29,"BC","Fraser","Fraser North",68,87
2020-11-29,"BC","Fraser","Fraser South",261,404
2020-11-29,"BC","Fraser","Unknown",0,3.29
2020-11-29,"BC","Interior","All",55,60.29
2020-11-29,"BC","Interior","East Kootenay",3,4.29
2020-11-29,"BC","Interior","Kootenay Boundary",1,1
2020-11-29,"BC","Interior","Okanagan",41,45.86
2020-11-29,"BC","Interior","Thompson Cariboo Shuswap",10,9.14
2020-11-29,"BC","Northern","All",31,28.14
2020-11-29,"BC","Northern","Northeast",8,5.14
2020-11-29,"BC","Northern","Northern Interior",13,16.71
2020-11-29,"BC","Northern","Northwest",10,6.29
2020-11-29,"BC","Vancouver Coastal","All",119,148.57
2020-11-29,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",15,30.57
2020-11-29,"BC","Vancouver Coastal","Richmond",10,16.14
2020-11-29,"BC","Vancouver Coastal","Unknown",2,5.71
2020-11-29,"BC","Vancouver Coastal","Vancouver",92,96.14
2020-11-29,"BC","Vancouver Island","All",10,19.71
2020-11-29,"BC","Vancouver Island","Central Vancouver Island",1,10.29
2020-11-29,"BC","Vancouver Island","North Vancouver Island",4,4.14
2020-11-29,"BC","Vancouver Island","South Vancouver Island",5,5.29
2020-11-29,"BC","Vancouver Island","Unknown",0,0
2020-11-29,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-30,"BC","All","All",654,789.29
2020-11-30,"BC","Fraser","All",404,535.43
2020-11-30,"BC","Fraser","Fraser East",68,77
2020-11-30,"BC","Fraser","Fraser North",64,81
2020-11-30,"BC","Fraser","Fraser South",271,374.43
2020-11-30,"BC","Fraser","Unknown",1,3
2020-11-30,"BC","Interior","All",84,64.29
2020-11-30,"BC","Interior","East Kootenay",4,4.71
2020-11-30,"BC","Interior","Kootenay Boundary",2,1.14
2020-11-30,"BC","Interior","Okanagan",74,49.29
2020-11-30,"BC","Interior","Thompson Cariboo Shuswap",4,9.14
2020-11-30,"BC","Northern","All",22,28
2020-11-30,"BC","Northern","Northeast",3,5.29
2020-11-30,"BC","Northern","Northern Interior",16,16.14
2020-11-30,"BC","Northern","Northwest",3,6.57
2020-11-30,"BC","Vancouver Coastal","All",133,142.14
2020-11-30,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",34,28.86
2020-11-30,"BC","Vancouver Coastal","Richmond",20,16.14
2020-11-30,"BC","Vancouver Coastal","Unknown",8,5.86
2020-11-30,"BC","Vancouver Coastal","Vancouver",71,91.29
2020-11-30,"BC","Vancouver Island","All",11,19.43
2020-11-30,"BC","Vancouver Island","Central Vancouver Island",6,10.29
2020-11-30,"BC","Vancouver Island","North Vancouver Island",2,4.29
2020-11-30,"BC","Vancouver Island","South Vancouver Island",3,4.86
2020-11-30,"BC","Vancouver Island","Unknown",0,0
2020-11-30,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-12-01,"BC","All","All",827,772.71
2020-12-01,"BC","Fraser","All",537,517.86
2020-12-01,"BC","Fraser","Fraser East",105,78.86
2020-12-01,"BC","Fraser","Fraser North",85,82.29
2020-12-01,"BC","Fraser","Fraser South",346,354.14
2020-12-01,"BC","Fraser","Unknown",1,2.57
2020-12-01,"BC","Interior","All",84,67
2020-12-01,"BC","Interior","East Kootenay",6,5
2020-12-01,"BC","Interior","Kootenay Boundary",1,1.29
2020-12-01,"BC","Interior","Okanagan",66,52.57
2020-12-01,"BC","Interior","Thompson Cariboo Shuswap",11,8.14
2020-12-01,"BC","Northern","All",37,29.71
2020-12-01,"BC","Northern","Northeast",6,6
2020-12-01,"BC","Northern","Northern Interior",18,16.71
2020-12-01,"BC","Northern","Northwest",13,7
2020-12-01,"BC","Vancouver Coastal","All",152,139.86
2020-12-01,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",39,29
2020-12-01,"BC","Vancouver Coastal","Richmond",30,17
2020-12-01,"BC","Vancouver Coastal","Unknown",3,6
2020-12-01,"BC","Vancouver Coastal","Vancouver",80,87.86
2020-12-01,"BC","Vancouver Island","All",17,18.29
2020-12-01,"BC","Vancouver Island","Central Vancouver Island",9,9.14
2020-12-01,"BC","Vancouver Island","North Vancouver Island",2,4.29
2020-12-01,"BC","Vancouver Island","South Vancouver Island",6,4.86
2020-12-01,"BC","Vancouver Island","Unknown",0,0
2020-12-01,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-12-02,"BC","All","All",702,741
2020-12-02,"BC","Fraser","All",462,488.71
2020-12-02,"BC","Fraser","Fraser East",84,77.29
2020-12-02,"BC","Fraser","Fraser North",92,79.86
2020-12-02,"BC","Fraser","Fraser South",284,328.86
2020-12-02,"BC","Fraser","Unknown",2,2.71
2020-12-02,"BC","Interior","All",66,67.57
2020-12-02,"BC","Interior","East Kootenay",0,4.43
2020-12-02,"BC","Interior","Kootenay Boundary",2,1.29
2020-12-02,"BC","Interior","Okanagan",58,53.43
2020-12-02,"BC","Interior","Thompson Cariboo Shuswap",6,8.43
2020-12-02,"BC","Northern","All",36,30.71
2020-12-02,"BC","Northern","Northeast",4,6
2020-12-02,"BC","Northern","Northern Interior",23,17.86
2020-12-02,"BC","Northern","Northwest",9,6.86
2020-12-02,"BC","Vancouver Coastal","All",128,137.71
2020-12-02,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",22,28.57
2020-12-02,"BC","Vancouver Coastal","Richmond",12,16
2020-12-02,"BC","Vancouver Coastal","Unknown",1,5.57
2020-12-02,"BC","Vancouver Coastal","Vancouver",93,87.57
2020-12-02,"BC","Vancouver Island","All",10,16.29
2020-12-02,"BC","Vancouver Island","Central Vancouver Island",4,8
2020-12-02,"BC","Vancouver Island","North Vancouver Island",0,3
2020-12-02,"BC","Vancouver Island","South Vancouver Island",6,5.29
2020-12-02,"BC","Vancouver Island","Unknown",0,0
2020-12-02,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-12-03,"BC","All","All",693,710.86
2020-12-03,"BC","Fraser","All",423,456.14
2020-12-03,"BC","Fraser","Fraser East",77,76.29
2020-12-03,"BC","Fraser","Fraser North",68,79.14
2020-12-03,"BC","Fraser","Fraser South",277,298.86
2020-12-03,"BC","Fraser","Unknown",1,1.86
2020-12-03,"BC","Interior","All",82,73
2020-12-03,"BC","Interior","East Kootenay",6,4.71
2020-12-03,"BC","Interior","Kootenay Boundary",1,1.29
2020-12-03,"BC","Interior","Okanagan",70,59
2020-12-03,"BC","Interior","Thompson Cariboo Shuswap",5,8
2020-12-03,"BC","Northern","All",41,30.71
2020-12-03,"BC","Northern","Northeast",10,6
2020-12-03,"BC","Northern","Northern Interior",27,18.29
2020-12-03,"BC","Northern","Northwest",4,6.43
2020-12-03,"BC","Vancouver Coastal","All",136,135.71
2020-12-03,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",25,27.57
2020-12-03,"BC","Vancouver Coastal","Richmond",27,18.57
2020-12-03,"BC","Vancouver Coastal","Unknown",5,5.43
2020-12-03,"BC","Vancouver Coastal","Vancouver",79,84.14
2020-12-03,"BC","Vancouver Island","All",11,15.29
2020-12-03,"BC","Vancouver Island","Central Vancouver Island",1,7.29
2020-12-03,"BC","Vancouver Island","North Vancouver Island",1,2
2020-12-03,"BC","Vancouver Island","South Vancouver Island",9,6
2020-12-03,"BC","Vancouver Island","Unknown",0,0
2020-12-03,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-12-04,"BC","All","All",660,695.71
2020-12-04,"BC","Fraser","All",442,450.86
2020-12-04,"BC","Fraser","Fraser East",56,73.86
2020-12-04,"BC","Fraser","Fraser North",112,78.71
2020-12-04,"BC","Fraser","Fraser South",274,297.29
2020-12-04,"BC","Fraser","Unknown",0,1
2020-12-04,"BC","Interior","All",56,70.43
2020-12-04,"BC","Interior","East Kootenay",2,4.14
2020-12-04,"BC","Interior","Kootenay Boundary",1,1.29
2020-12-04,"BC","Interior","Okanagan",48,58.57
2020-12-04,"BC","Interior","Thompson Cariboo Shuswap",5,6.43
2020-12-04,"BC","Northern","All",26,30.86
2020-12-04,"BC","Northern","Northeast",2,5.43
2020-12-04,"BC","Northern","Northern Interior",20,18.86
2020-12-04,"BC","Northern","Northwest",4,6.57
2020-12-04,"BC","Vancouver Coastal","All",120,129.14
2020-12-04,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",11,23.86
2020-12-04,"BC","Vancouver Coastal","Richmond",18,18.86
2020-12-04,"BC","Vancouver Coastal","Unknown",3,4.43
2020-12-04,"BC","Vancouver Coastal","Vancouver",88,82
2020-12-04,"BC","Vancouver Island","All",16,14.43
2020-12-04,"BC","Vancouver Island","Central Vancouver Island",3,6
2020-12-04,"BC","Vancouver Island","North Vancouver Island",6,2.29
2020-12-04,"BC","Vancouver Island","South Vancouver Island",7,6.14
2020-12-04,"BC","Vancouver Island","Unknown",0,0
